Age,Gender,Location_Type,Income_Level,Awareness_of_Mental_Health,Stigma_Level,Perception_of_Therapy,Need_for_Services,Common_Issue,Service_Type,Average_Cost_Per_Session,Affordability_Perception,Platform_Used,User_Satisfaction_Rating,Corporate_Wellness_Program,Government_Initiative_Awareness,NGO_Initiative_Participation,Projected_Market_Growth
27,Male,Semi-Urban,Low,1,Moderate,Neutral,0,Anxiety,Online,2000,Expensive,YourDost,3,0,1,1,7.559271991
33,Male,Urban,Middle,0,High,Positive,1,Anxiety,Online,1500,Affordable,Wysa,2,0,0,0,7.816772077
20,Male,Semi-Urban,Low,1,Moderate,Positive,0,Anxiety,Online,500,Expensive,BetterHelp,3,1,1,0,7.923077728
33,Male,Urban,High,0,Low,Positive,1,Stress,In-Person,500,Expensive,YourDost,2,1,1,1,10.19856174
33,Female,Semi-Urban,Low,0,Moderate,Positive,1,Depression,Online,1000,Affordable,No Platform Used,3,0,1,1,6.426749188
22,Male,Semi-Urban,Low,1,Low,Neutral,0,Stress,Online,1000,Affordable,No Platform Used,5,0,0,0,5.129194726
21,Female,Urban,Low,1,Moderate,Neutral,0,Anxiety,Online,2000,Affordable,Talkspace,5,0,0,1,8.026035773
29,Male,Semi-Urban,Middle,1,Moderate,Negative,0,Anxiety,Online,750,Affordable,No Platform Used,5,0,0,0,3.273254152
30,Male,Semi-Urban,Middle,1,Low,Positive,1,Depression,Online,1000,Affordable,YourDost,2,0,0,0,7.271028742
58,Female,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,750,Expensive,No Platform Used,2,0,0,0,10.02565219
62,Male,Semi-Urban,Low,0,High,Positive,1,Anxiety,Online,1500,Affordable,No Platform Used,1,0,1,1,4.483738173
31,Male,Rural,Low,0,Low,Positive,1,Anxiety,Online,750,Affordable,No Platform Used,4,1,0,0,5.229564997
43,Female,Semi-Urban,Low,1,High,Positive,1,Depression,Online,750,Affordable,Talkspace,5,0,0,0,3.009799361
49,Male,Urban,Middle,0,Moderate,Positive,1,Anxiety,Online,1000,Affordable,YourDost,4,0,1,0,6.664542783
48,Male,Rural,Low,1,Moderate,Positive,1,Stress,Online,1500,Affordable,YourDost,1,0,1,1,8.358463129
54,Female,Urban,Middle,1,High,Neutral,1,Depression,In-Person,750,Affordable,No Platform Used,5,0,1,1,3.242195171
26,Male,Urban,Middle,0,Moderate,Negative,0,Anxiety,Online,2000,Expensive,YourDost,5,0,0,0,7.318767955
39,Female,Semi-Urban,Middle,0,Moderate,Positive,0,Anxiety,Online,2000,Expensive,No Platform Used,3,0,1,0,7.778764051
22,Female,Urban,Low,1,High,Positive,1,Stress,In-Person,1500,Expensive,No Platform Used,2,1,0,0,6.84093155
25,Other,Semi-Urban,Middle,1,Moderate,Positive,1,Stress,Online,1000,Affordable,Talkspace,3,0,1,1,4.875993982
35,Female,Urban,Low,1,Moderate,Positive,1,Anxiety,Online,1000,Expensive,Wysa,4,0,1,0,7.494629229
26,Female,Semi-Urban,Middle,1,High,Negative,0,Anxiety,Online,750,Affordable,Wysa,1,1,0,1,8.546002639
54,Male,Urban,Low,0,Low,Positive,1,Stress,In-Person,1500,Expensive,Talkspace,1,0,1,0,5.19258628
38,Female,Urban,Low,0,High,Neutral,1,Stress,Online,750,Expensive,YourDost,2,0,1,1,5.690446503
43,Male,Urban,Low,0,High,Positive,0,Anxiety,Online,1000,Affordable,No Platform Used,4,0,1,0,9.194066897
33,Male,Urban,Middle,1,High,Positive,1,Other,In-Person,750,Affordable,Wysa,5,0,1,0,7.327580156
59,Male,Semi-Urban,Low,1,High,Neutral,0,Anxiety,Online,1500,Expensive,BetterHelp,1,0,1,0,7.053621775
50,Male,Rural,High,0,Moderate,Positive,0,Depression,Online,500,Affordable,BetterHelp,2,1,1,0,7.209535261
24,Male,Semi-Urban,Middle,0,Low,Positive,1,Other,Online,750,Affordable,Wysa,1,0,0,0,5.077333873
52,Male,Semi-Urban,Middle,0,Moderate,Negative,0,Anxiety,Online,750,Expensive,Wysa,2,0,1,1,6.829763088
39,Male,Rural,Low,1,Low,Positive,0,Anxiety,Online,500,Affordable,Wysa,5,0,0,0,7.090564977
40,Male,Rural,Middle,1,High,Positive,0,Depression,Online,2000,Affordable,No Platform Used,2,0,0,0,4.361255637
41,Female,Urban,Middle,1,Low,Positive,1,Anxiety,Online,1000,Affordable,YourDost,2,0,1,1,10.66063917
30,Female,Semi-Urban,High,0,Moderate,Positive,0,Anxiety,Online,1000,Expensive,No Platform Used,3,0,0,1,7.621961924
51,Female,Semi-Urban,Low,1,Moderate,Negative,0,Stress,Online,500,Expensive,BetterHelp,3,0,0,0,10.18146744
45,Male,Semi-Urban,Low,0,High,Negative,0,Stress,Online,1500,Expensive,Wysa,3,1,0,0,2.79063737
43,Female,Rural,Middle,0,High,Neutral,0,Depression,Online,500,Expensive,No Platform Used,1,0,1,0,8.905820704
53,Female,Urban,Middle,1,Low,Positive,1,Anxiety,Online,1000,Expensive,Talkspace,2,0,1,0,6.772835511
54,Male,Semi-Urban,High,1,High,Positive,1,Anxiety,Online,750,Expensive,YourDost,1,1,0,1,5.629275424
34,Female,Urban,Middle,1,Moderate,Positive,1,Anxiety,In-Person,750,Expensive,BetterHelp,3,0,1,0,11.79101263
43,Female,Urban,Middle,0,High,Neutral,0,Anxiety,Online,750,Affordable,Wysa,2,0,1,0,4.604829456
42,Female,Semi-Urban,Low,1,High,Positive,1,Depression,Online,500,Expensive,Wysa,5,0,0,0,5.652402457
23,Male,Rural,High,0,Low,Positive,1,Anxiety,In-Person,1000,Expensive,Talkspace,1,0,1,1,7.986559099
64,Male,Rural,Middle,0,High,Positive,1,Stress,Online,500,Expensive,YourDost,3,1,0,0,7.299773099
57,Female,Urban,Low,1,High,Negative,1,Anxiety,Online,2000,Expensive,No Platform Used,4,0,0,1,6.678066792
52,Male,Rural,Middle,1,Moderate,Positive,0,Depression,Online,750,Affordable,BetterHelp,2,0,1,0,5.618533408
59,Male,Urban,Middle,1,Moderate,Neutral,0,Anxiety,Online,500,Expensive,Talkspace,4,0,0,0,5.637357309
56,Male,Urban,Middle,1,High,Positive,0,Anxiety,Online,750,Affordable,No Platform Used,5,1,1,0,6.318286505
41,Male,Semi-Urban,Middle,1,Moderate,Positive,0,Depression,In-Person,1000,Affordable,Talkspace,4,0,1,1,8.368485485
25,Female,Semi-Urban,Low,0,Moderate,Positive,1,Anxiety,In-Person,2000,Affordable,No Platform Used,5,0,1,0,10.35260873
27,Female,Semi-Urban,Middle,0,Moderate,Neutral,1,Stress,In-Person,500,Expensive,No Platform Used,2,0,0,0,3.101060255
32,Male,Rural,Middle,1,Moderate,Neutral,1,Stress,Online,1500,Affordable,No Platform Used,1,0,0,0,2.866608712
22,Female,Urban,High,1,Moderate,Neutral,0,Other,In-Person,500,Expensive,Wysa,4,0,1,1,3.362882624
22,Other,Semi-Urban,Middle,1,Low,Positive,0,Depression,Online,1000,Expensive,Wysa,2,0,1,0,6.885345131
49,Male,Semi-Urban,Low,1,High,Neutral,1,Depression,Online,500,Expensive,No Platform Used,2,1,0,1,7.469958692
55,Male,Urban,Middle,1,Low,Neutral,0,Anxiety,In-Person,750,Expensive,YourDost,5,0,0,0,5.243216794
34,Male,Semi-Urban,Middle,1,High,Positive,0,Anxiety,Online,500,Affordable,YourDost,5,1,1,1,8.717783211
33,Female,Urban,High,1,Low,Positive,1,Other,Online,500,Expensive,Wysa,4,0,0,1,2.616244368
38,Male,Urban,Middle,1,High,Positive,1,Depression,Online,500,Expensive,Wysa,2,1,1,0,7.394226314
52,Female,Urban,Middle,0,Moderate,Positive,1,Depression,Online,2000,Affordable,No Platform Used,2,0,1,0,8.750781581
63,Female,Urban,Low,0,Moderate,Neutral,0,Stress,Online,1500,Expensive,No Platform Used,4,1,0,0,5.765516291
20,Male,Rural,Low,1,Low,Positive,1,Anxiety,Online,2000,Affordable,No Platform Used,5,0,0,0,6.249719968
42,Female,Urban,Middle,0,High,Positive,0,Depression,Online,750,Affordable,Wysa,3,1,0,0,10.74340167
19,Male,Urban,Middle,1,Low,Negative,1,Stress,Online,500,Affordable,No Platform Used,3,1,1,0,10.38632703
63,Male,Urban,High,1,Moderate,Neutral,0,Anxiety,In-Person,2000,Expensive,BetterHelp,5,0,0,1,2.257438508
36,Other,Urban,Middle,1,High,Positive,0,Anxiety,Online,500,Affordable,Talkspace,2,0,1,0,7.899341835
61,Female,Urban,Low,1,Moderate,Positive,1,Stress,Online,1500,Affordable,YourDost,2,0,0,0,8.290899191
34,Male,Urban,Middle,1,High,Positive,0,Anxiety,Online,1500,Expensive,No Platform Used,2,1,0,0,6.332999332
54,Female,Urban,Middle,0,Moderate,Neutral,0,Stress,Online,1500,Expensive,No Platform Used,2,1,1,0,6.54865967
56,Male,Urban,Middle,1,Moderate,Positive,1,Depression,In-Person,750,Affordable,No Platform Used,4,0,0,0,6.932374632
61,Male,Urban,Low,1,High,Positive,0,Depression,Online,2000,Expensive,Talkspace,1,0,1,0,6.80368862
54,Male,Rural,Middle,1,Moderate,Positive,0,Anxiety,Online,500,Affordable,Wysa,5,0,1,1,8.08074671
62,Female,Semi-Urban,Middle,0,Low,Positive,1,Stress,Online,500,Affordable,Wysa,3,1,1,0,6.383621771
26,Male,Urban,Low,0,Moderate,Positive,0,Stress,Online,1500,Affordable,YourDost,4,0,0,0,5.08105186
46,Female,Urban,Middle,1,High,Negative,1,Anxiety,In-Person,1500,Affordable,BetterHelp,2,1,1,0,6.169700401
44,Female,Urban,Low,1,High,Neutral,0,Depression,Online,1500,Affordable,Talkspace,1,1,0,1,5.626407838
34,Female,Semi-Urban,High,1,Moderate,Positive,0,Stress,Online,500,Affordable,Wysa,1,1,0,0,6.558704404
52,Male,Urban,Middle,1,High,Positive,0,Depression,In-Person,1000,Affordable,Wysa,1,1,1,0,5.850706236
53,Male,Semi-Urban,Middle,1,Low,Positive,1,Depression,Online,1500,Affordable,Talkspace,4,0,1,0,7.604120143
47,Other,Rural,Middle,0,Moderate,Positive,0,Stress,Online,750,Expensive,Talkspace,1,0,1,0,4.742281181
60,Male,Urban,Middle,0,High,Positive,1,Anxiety,In-Person,1500,Expensive,BetterHelp,1,0,0,0,6.541616914
58,Other,Urban,Middle,1,Moderate,Positive,1,Depression,In-Person,2000,Affordable,Talkspace,4,0,1,0,8.158821797
21,Male,Urban,Middle,1,Moderate,Positive,1,Stress,Online,2000,Affordable,BetterHelp,5,0,1,0,9.918968577
61,Male,Rural,Middle,1,Low,Positive,0,Other,Online,1500,Expensive,No Platform Used,5,0,0,1,7.643727601
63,Female,Semi-Urban,Low,1,Moderate,Negative,0,Anxiety,In-Person,750,Affordable,Talkspace,3,0,1,0,5.345552464
54,Male,Urban,Low,1,Moderate,Neutral,0,Anxiety,In-Person,500,Affordable,BetterHelp,4,0,1,0,6.331697521
27,Male,Rural,Middle,1,Moderate,Positive,1,Depression,In-Person,750,Affordable,No Platform Used,1,1,0,0,7.24875614
28,Male,Rural,Middle,1,High,Positive,1,Stress,In-Person,1000,Expensive,Talkspace,2,1,0,0,6.079950727
38,Female,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,750,Affordable,No Platform Used,4,0,1,1,9.518316191
18,Male,Semi-Urban,Low,1,Moderate,Neutral,1,Stress,Online,500,Affordable,Wysa,3,0,0,1,4.847543625
62,Female,Urban,Middle,0,Low,Neutral,1,Stress,In-Person,1000,Expensive,YourDost,2,0,1,0,10.31913941
19,Male,Urban,Middle,0,Low,Positive,1,Stress,Online,1500,Expensive,No Platform Used,2,1,0,1,7.082395921
32,Male,Rural,Low,1,Moderate,Negative,0,Depression,Online,2000,Affordable,YourDost,1,1,0,0,6.810074184
61,Male,Semi-Urban,Middle,0,High,Neutral,0,Other,Online,1000,Expensive,Wysa,1,0,0,0,6.252975601
50,Female,Urban,Low,1,Moderate,Neutral,1,Stress,Online,1000,Expensive,BetterHelp,2,0,0,0,7.724268181
59,Female,Urban,Low,1,High,Negative,0,Stress,Online,1000,Expensive,BetterHelp,2,0,0,0,9.404820628
29,Female,Urban,Low,1,Moderate,Negative,1,Stress,Online,1000,Expensive,Talkspace,1,0,1,0,10.25483813
32,Male,Semi-Urban,High,0,Moderate,Positive,1,Stress,Online,1000,Affordable,No Platform Used,1,0,0,1,10.18888688
18,Female,Semi-Urban,Middle,0,High,Neutral,0,Stress,Online,1000,Affordable,No Platform Used,4,0,0,1,3.6431695
52,Other,Rural,High,1,Moderate,Neutral,1,Stress,Online,1000,Affordable,No Platform Used,2,0,0,0,6.911291782
62,Male,Rural,Middle,1,High,Positive,0,Anxiety,In-Person,750,Expensive,No Platform Used,5,1,0,0,7.043368059
60,Male,Semi-Urban,Low,1,Moderate,Positive,0,Stress,Online,1000,Expensive,Talkspace,1,1,0,0,6.341752454
32,Male,Semi-Urban,High,1,Low,Positive,1,Stress,Online,2000,Affordable,Wysa,2,0,0,0,8.431466139
39,Female,Urban,Middle,0,Moderate,Positive,1,Anxiety,Online,2000,Affordable,No Platform Used,4,0,0,0,7.238629948
39,Male,Urban,Low,0,High,Positive,0,Anxiety,In-Person,1000,Expensive,YourDost,5,0,1,0,6.689989777
62,Male,Rural,Middle,0,Moderate,Positive,0,Depression,Online,500,Affordable,YourDost,5,1,0,0,8.312741816
32,Male,Rural,Middle,1,High,Positive,0,Depression,In-Person,500,Affordable,BetterHelp,4,0,1,1,6.629709815
22,Male,Rural,Middle,0,Moderate,Neutral,1,Depression,Online,2000,Affordable,Wysa,1,0,0,0,6.065146299
50,Female,Urban,Middle,1,High,Positive,0,Depression,Online,1000,Expensive,No Platform Used,4,1,1,0,3.295720335
18,Male,Urban,High,0,Moderate,Neutral,0,Depression,Online,750,Affordable,Wysa,2,0,0,0,7.877383799
29,Male,Urban,Middle,1,High,Negative,0,Depression,In-Person,500,Affordable,Wysa,1,1,0,0,5.956176875
42,Female,Urban,Middle,1,Moderate,Negative,1,Anxiety,In-Person,1500,Expensive,No Platform Used,3,0,0,0,6.732513447
29,Male,Urban,High,0,High,Neutral,1,Anxiety,In-Person,1000,Affordable,No Platform Used,4,0,1,0,4.704860431
50,Male,Semi-Urban,Middle,1,Moderate,Neutral,1,Other,Online,500,Expensive,Talkspace,2,1,0,0,7.410820048
48,Female,Urban,Middle,0,High,Positive,0,Stress,Online,750,Affordable,Wysa,5,0,0,1,6.541395407
45,Male,Rural,Low,1,Moderate,Neutral,1,Depression,Online,500,Expensive,BetterHelp,3,0,0,1,8.196803347
40,Male,Urban,Middle,1,Low,Positive,1,Anxiety,Online,750,Affordable,Talkspace,2,0,1,0,9.098247881
39,Female,Urban,Middle,1,High,Positive,1,Depression,Online,1000,Affordable,No Platform Used,4,1,0,1,5.006893005
40,Female,Urban,Low,0,Moderate,Positive,0,Other,Online,1000,Affordable,YourDost,1,0,0,0,5.120548497
23,Female,Semi-Urban,Middle,1,High,Positive,1,Anxiety,In-Person,1500,Expensive,Wysa,4,0,1,0,6.35141855
24,Female,Urban,Middle,0,Moderate,Neutral,1,Stress,Online,1500,Expensive,No Platform Used,1,0,0,0,5.941810327
62,Female,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,500,Expensive,No Platform Used,5,0,0,0,8.538944573
30,Male,Semi-Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,750,Expensive,Wysa,2,1,0,0,8.320514595
62,Male,Urban,Low,1,High,Positive,0,Depression,Online,2000,Affordable,No Platform Used,1,0,0,1,10.67119266
31,Female,Rural,High,1,Low,Positive,1,Depression,Online,500,Expensive,BetterHelp,2,0,1,1,7.095823817
54,Female,Urban,Low,1,High,Positive,1,Stress,Online,750,Affordable,Talkspace,5,1,0,0,7.835902642
24,Male,Urban,Low,1,High,Positive,0,Depression,In-Person,1000,Expensive,Talkspace,2,0,0,0,9.739545918
22,Female,Urban,Middle,1,High,Neutral,1,Other,Online,500,Expensive,YourDost,5,1,0,1,6.583527448
42,Female,Urban,Low,1,Moderate,Positive,0,Depression,Online,1000,Affordable,Wysa,5,0,0,1,8.118845287
18,Male,Urban,High,1,High,Positive,1,Other,Online,2000,Expensive,YourDost,3,1,0,1,10.14757372
48,Female,Urban,Middle,1,High,Negative,1,Stress,Online,750,Expensive,No Platform Used,2,1,1,0,5.301737293
27,Female,Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,2000,Expensive,Talkspace,2,0,0,0,3.556451057
44,Female,Urban,High,1,High,Positive,0,Stress,Online,1000,Expensive,Wysa,1,1,0,0,7.102837198
41,Female,Urban,Middle,1,Low,Neutral,1,Stress,In-Person,1000,Affordable,Talkspace,5,0,0,1,7.210420748
55,Female,Urban,Low,1,Low,Positive,1,Anxiety,Online,750,Affordable,Wysa,3,1,0,1,8.479582502
44,Female,Semi-Urban,Low,0,Moderate,Positive,1,Anxiety,Online,500,Affordable,No Platform Used,5,1,0,0,4.518314767
39,Female,Urban,Middle,1,High,Neutral,1,Anxiety,Online,500,Expensive,No Platform Used,4,0,0,1,6.573050936
27,Male,Rural,Low,1,Low,Neutral,0,Anxiety,In-Person,2000,Expensive,Wysa,2,0,1,0,5.419497188
18,Female,Urban,Middle,0,Low,Neutral,0,Stress,Online,1000,Expensive,BetterHelp,4,1,1,0,9.023037266
28,Male,Semi-Urban,High,0,Moderate,Positive,0,Other,Online,1500,Expensive,No Platform Used,5,1,0,0,4.489503378
39,Female,Urban,Middle,0,High,Neutral,1,Depression,In-Person,1000,Affordable,Wysa,3,0,1,1,5.951517595
59,Male,Rural,Low,1,Moderate,Neutral,1,Stress,Online,1000,Expensive,No Platform Used,1,0,0,0,10.71514298
62,Other,Semi-Urban,Middle,1,Low,Negative,0,Depression,Online,1500,Affordable,YourDost,5,0,0,1,9.739442791
48,Male,Urban,Middle,1,High,Neutral,1,Anxiety,Online,2000,Affordable,YourDost,4,0,0,0,4.219556248
33,Female,Urban,Low,1,High,Positive,1,Anxiety,Online,500,Affordable,Wysa,1,1,1,0,5.820343157
36,Female,Semi-Urban,Low,0,High,Positive,0,Stress,Online,2000,Affordable,Wysa,3,0,1,1,6.554498517
26,Male,Urban,Low,1,Moderate,Neutral,1,Anxiety,Online,500,Expensive,YourDost,5,1,0,1,4.896113072
39,Female,Rural,Low,1,Moderate,Positive,1,Anxiety,Online,750,Affordable,Wysa,4,0,0,0,6.537269137
44,Female,Semi-Urban,Middle,0,Low,Positive,1,Anxiety,Online,1500,Affordable,Talkspace,4,0,1,0,8.625093589
37,Male,Semi-Urban,Low,1,Low,Neutral,1,Stress,Online,500,Expensive,BetterHelp,5,0,1,1,4.232655758
54,Male,Semi-Urban,Middle,0,High,Positive,1,Anxiety,In-Person,1500,Affordable,Wysa,4,0,0,1,7.130899473
56,Male,Semi-Urban,Middle,1,High,Positive,1,Stress,Online,1500,Affordable,YourDost,2,1,1,0,6.532870436
61,Male,Urban,Low,0,Moderate,Positive,0,Anxiety,Online,750,Expensive,Wysa,3,0,0,0,7.414875675
63,Other,Semi-Urban,Low,1,Moderate,Positive,0,Other,In-Person,1000,Expensive,Talkspace,1,0,1,0,6.461589911
64,Female,Urban,Low,0,High,Neutral,1,Stress,Online,2000,Expensive,Talkspace,4,0,1,1,8.152700327
60,Male,Semi-Urban,Middle,0,High,Positive,1,Depression,Online,1000,Expensive,No Platform Used,3,0,1,0,5.864253167
57,Male,Rural,Low,0,Moderate,Neutral,0,Anxiety,Online,1000,Expensive,Wysa,1,0,0,0,9.533218013
48,Female,Urban,Middle,0,Moderate,Neutral,1,Stress,Online,750,Expensive,YourDost,4,0,0,1,6.560391286
48,Female,Rural,High,0,Low,Neutral,1,Anxiety,In-Person,1000,Affordable,No Platform Used,3,0,1,0,8.548092846
51,Female,Urban,High,1,High,Positive,0,Other,Online,500,Expensive,YourDost,3,1,1,0,5.939233877
18,Male,Urban,Low,1,High,Positive,1,Depression,Online,1500,Expensive,Talkspace,2,0,1,0,5.384162719
51,Female,Semi-Urban,Low,1,High,Neutral,1,Stress,Online,1500,Affordable,BetterHelp,5,0,1,0,5.497070321
24,Female,Urban,Middle,1,Moderate,Positive,1,Stress,Online,750,Affordable,Wysa,3,0,0,0,10.31054037
18,Female,Urban,High,1,Moderate,Negative,1,Stress,In-Person,500,Affordable,No Platform Used,3,1,0,0,2.715613903
31,Male,Urban,Low,1,Moderate,Neutral,0,Other,In-Person,750,Expensive,BetterHelp,2,0,0,1,3.507447079
45,Female,Rural,Low,1,Low,Positive,0,Stress,Online,2000,Expensive,YourDost,3,0,0,0,2.093561254
51,Other,Rural,High,0,High,Positive,1,Stress,Online,750,Affordable,YourDost,2,0,1,0,12.04157484
50,Male,Urban,Middle,1,High,Neutral,1,Depression,Online,1000,Expensive,Wysa,4,0,0,0,5.958797546
33,Male,Urban,Middle,1,Low,Neutral,0,Depression,Online,500,Expensive,YourDost,1,0,0,0,7.13764315
35,Male,Semi-Urban,Middle,1,Low,Positive,0,Other,Online,500,Expensive,Wysa,2,0,0,0,6.880891666
38,Female,Rural,High,1,Low,Neutral,1,Anxiety,In-Person,1000,Affordable,BetterHelp,3,0,0,1,8.194608773
19,Female,Semi-Urban,Low,1,Moderate,Positive,0,Depression,Online,2000,Expensive,Talkspace,5,0,1,0,5.097562121
48,Male,Urban,Middle,1,High,Neutral,1,Stress,Online,1000,Expensive,BetterHelp,1,0,0,0,8.291930529
32,Male,Urban,Low,0,Low,Positive,1,Other,In-Person,1500,Affordable,No Platform Used,3,1,0,1,3.620850856
62,Male,Urban,Low,1,Moderate,Neutral,0,Stress,Online,2000,Affordable,Talkspace,5,0,0,0,6.850028228
47,Female,Urban,High,1,Moderate,Negative,0,Other,Online,1500,Affordable,YourDost,4,0,1,0,5.094012105
30,Male,Semi-Urban,Middle,1,Low,Negative,1,Anxiety,Online,500,Affordable,YourDost,5,1,0,0,7.814406249
31,Female,Urban,Low,1,High,Neutral,1,Anxiety,Online,750,Affordable,BetterHelp,4,0,0,0,6.210362324
29,Male,Urban,High,0,Low,Neutral,1,Anxiety,Online,2000,Affordable,YourDost,3,1,0,0,9.351270723
33,Female,Semi-Urban,Low,1,High,Neutral,1,Stress,Online,1500,Expensive,No Platform Used,2,0,1,1,9.679968193
61,Female,Semi-Urban,Middle,1,Moderate,Positive,1,Depression,Online,2000,Expensive,No Platform Used,5,0,0,1,5.327065956
55,Other,Urban,Middle,1,Low,Neutral,0,Depression,In-Person,1500,Affordable,No Platform Used,1,0,0,0,4.044610387
20,Male,Urban,Middle,1,High,Positive,1,Stress,Online,500,Expensive,YourDost,4,0,1,1,6.513509913
38,Female,Semi-Urban,Low,1,Moderate,Positive,1,Anxiety,Online,500,Expensive,Talkspace,4,0,0,0,6.016073195
40,Male,Semi-Urban,Middle,0,Moderate,Negative,1,Other,Online,1000,Affordable,Talkspace,5,0,0,1,5.329935153
28,Male,Semi-Urban,Middle,1,Moderate,Positive,0,Anxiety,Online,2000,Expensive,YourDost,4,0,0,1,3.412903376
55,Male,Semi-Urban,Low,1,Moderate,Positive,1,Stress,Online,1000,Affordable,Wysa,1,1,0,0,7.534892594
32,Male,Rural,Low,0,Moderate,Negative,1,Depression,Online,500,Affordable,No Platform Used,4,0,1,1,8.436780794
21,Male,Semi-Urban,Low,0,Moderate,Neutral,0,Stress,Online,2000,Expensive,Wysa,3,0,1,0,5.6066436
44,Male,Urban,Low,1,Moderate,Neutral,1,Anxiety,Online,750,Expensive,Wysa,1,0,0,1,8.265756668
63,Male,Rural,Middle,1,High,Neutral,1,Anxiety,Online,750,Expensive,No Platform Used,1,1,1,0,6.010497471
22,Female,Rural,Middle,0,Moderate,Positive,1,Depression,Online,750,Expensive,Wysa,2,0,1,0,9.423779028
51,Male,Rural,Low,1,Moderate,Neutral,1,Anxiety,In-Person,1500,Expensive,Wysa,5,0,0,0,8.949451304
24,Female,Semi-Urban,Middle,1,High,Neutral,0,Depression,Online,1000,Expensive,YourDost,5,0,0,0,4.859126457
61,Female,Rural,Low,1,Moderate,Neutral,0,Depression,Online,750,Expensive,Wysa,2,1,0,1,8.332181531
39,Female,Urban,Middle,1,High,Positive,0,Other,In-Person,2000,Affordable,Talkspace,1,0,1,1,6.561820031
56,Male,Urban,High,1,Low,Positive,1,Stress,Online,500,Expensive,Talkspace,5,1,1,0,4.715449263
39,Male,Rural,Middle,1,Moderate,Positive,1,Depression,Online,500,Expensive,Wysa,3,0,1,1,8.326379278
33,Male,Urban,Middle,1,Moderate,Neutral,0,Other,Online,1500,Expensive,Talkspace,2,0,1,0,4.456404912
24,Male,Urban,Middle,1,Moderate,Positive,1,Anxiety,Online,1500,Expensive,Talkspace,1,0,1,0,9.756951774
23,Female,Urban,Middle,0,Low,Negative,0,Depression,In-Person,1500,Affordable,No Platform Used,1,1,0,0,8.319272323
49,Female,Semi-Urban,Middle,1,High,Negative,1,Stress,Online,2000,Expensive,BetterHelp,5,0,0,0,6.323803979
31,Male,Rural,High,1,Low,Positive,1,Anxiety,In-Person,750,Expensive,Talkspace,2,0,0,1,8.323266368
58,Female,Urban,Middle,0,Moderate,Positive,1,Anxiety,Online,2000,Affordable,No Platform Used,4,0,0,1,8.839459388
64,Female,Urban,Middle,0,High,Positive,0,Anxiety,Online,1500,Expensive,No Platform Used,3,1,1,0,8.460905138
21,Female,Semi-Urban,High,0,Moderate,Positive,1,Other,In-Person,1000,Affordable,YourDost,5,0,0,1,6.273458507
62,Female,Semi-Urban,Low,0,Moderate,Neutral,1,Anxiety,Online,1000,Affordable,BetterHelp,5,1,0,0,6.412303792
42,Male,Urban,Low,1,Moderate,Positive,0,Stress,Online,1500,Expensive,YourDost,1,0,0,1,5.878374826
18,Male,Rural,Middle,1,Moderate,Positive,0,Stress,Online,1000,Expensive,YourDost,3,0,0,1,5.732021111
44,Female,Semi-Urban,Low,1,Moderate,Neutral,0,Anxiety,Online,1500,Expensive,Talkspace,3,0,0,0,2.481500914
39,Male,Urban,Middle,1,Low,Neutral,1,Stress,Online,500,Affordable,YourDost,4,1,0,0,7.937495632
36,Other,Rural,Low,1,High,Positive,1,Depression,Online,1000,Affordable,BetterHelp,4,1,0,0,7.770884791
